238913ad81c3e64a733337b791b104aa743bf4edb1774b590344d30fec341ad5dde52, Attempt #,Attempt Start,Attempt End,Section #,Q #,Q Type,Q Title,Q Text,Bonus?,Difficulty,Answer,Answer Match,Score,Out Of
654029c3b74cb94cfa83a0e887888222322ee8845f5d0b99bebab52bf5a3dec9eb076, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,8,MC,,Is your answer to this question 'no'?,False,1,yes,UnChecked,0,1
654029c3b74cb94cfa83a0e887888222322ee8845f5d0b99bebab52bf5a3dec9eb076, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,8,MC,,Is your answer to this question 'no'?,False,1,no,Checked,0,1
654029c3b74cb94cfa83a0e887888222322ee8845f5d0b99bebab52bf5a3dec9eb076, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,s,UnChecked,1,1
654029c3b74cb94cfa83a0e887888222322ee8845f5d0b99bebab52bf5a3dec9eb076, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,c,UnChecked,1,1
654029c3b74cb94cfa83a0e887888222322ee8845f5d0b99bebab52bf5a3dec9eb076, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,a,Checked,1,1
654029c3b74cb94cfa83a0e887888222322ee8845f5d0b99bebab52bf5a3dec9eb076, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,p,UnChecked,1,1
654029c3b74cb94cfa83a0e887888222322ee8845f5d0b99bebab52bf5a3dec9eb076, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,coca cola,UnChecked,0,1
654029c3b74cb94cfa83a0e887888222322ee8845f5d0b99bebab52bf5a3dec9eb076, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,frozen yogurt,UnChecked,0,1
654029c3b74cb94cfa83a0e887888222322ee8845f5d0b99bebab52bf5a3dec9eb076, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,a popsicle,Checked,0,1
654029c3b74cb94cfa83a0e887888222322ee8845f5d0b99bebab52bf5a3dec9eb076, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,ice cream,UnChecked,0,1
90393bb50c336beddfaee557a6f28a563e88b22ddaadac19e8e809667e666f0f1280e, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,38,UnChecked,0,1
90393bb50c336beddfaee557a6f28a563e88b22ddaadac19e8e809667e666f0f1280e, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,39,UnChecked,0,1
90393bb50c336beddfaee557a6f28a563e88b22ddaadac19e8e809667e666f0f1280e, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,40,UnChecked,0,1
90393bb50c336beddfaee557a6f28a563e88b22ddaadac19e8e809667e666f0f1280e, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,41,Checked,0,1
90393bb50c336beddfaee557a6f28a563e88b22ddaadac19e8e809667e666f0f1280e, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,UnChecked,0,1
90393bb50c336beddfaee557a6f28a563e88b22ddaadac19e8e809667e666f0f1280e, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,50%,UnChecked,0,1
90393bb50c336beddfaee557a6f28a563e88b22ddaadac19e8e809667e666f0f1280e, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,60%,UnChecked,0,1
90393bb50c336beddfaee557a6f28a563e88b22ddaadac19e8e809667e666f0f1280e, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,Checked,0,1
90393bb50c336beddfaee557a6f28a563e88b22ddaadac19e8e809667e666f0f1280e, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,True,UnChecked,0,1
90393bb50c336beddfaee557a6f28a563e88b22ddaadac19e8e809667e666f0f1280e, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,False,Checked,0,1
90393bb50c336beddfaee557a6f28a563e88b22ddaadac19e8e809667e666f0f1280e, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,4,MC,,How many letters are in the alphabet?,False,1,11,UnChecked,0,1
90393bb50c336beddfaee557a6f28a563e88b22ddaadac19e8e809667e666f0f1280e, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,4,MC,,How many letters are in the alphabet?,False,1,7,UnChecked,0,1
90393bb50c336beddfaee557a6f28a563e88b22ddaadac19e8e809667e666f0f1280e, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,4,MC,,How many letters are in the alphabet?,False,1,26,Checked,0,1
90393bb50c336beddfaee557a6f28a563e88b22ddaadac19e8e809667e666f0f1280e, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,4,MC,,How many letters are in the alphabet?,False,1,11010,UnChecked,0,1
90393bb50c336beddfaee557a6f28a563e88b22ddaadac19e8e809667e666f0f1280e, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Disney sues you,Checked,0,1
90393bb50c336beddfaee557a6f28a563e88b22ddaadac19e8e809667e666f0f1280e, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Paul Bettany joins you,UnChecked,0,1
90393bb50c336beddfaee557a6f28a563e88b22ddaadac19e8e809667e666f0f1280e, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,You have two ships,UnChecked,0,1
90393bb50c336beddfaee557a6f28a563e88b22ddaadac19e8e809667e666f0f1280e, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,6,T/F,,Something can be both New and Improved,False,1,True,Checked,0,1
90393bb50c336beddfaee557a6f28a563e88b22ddaadac19e8e809667e666f0f1280e, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,6,T/F,,Something can be both New and Improved,False,1,False,UnChecked,0,1
90393bb50c336beddfaee557a6f28a563e88b22ddaadac19e8e809667e666f0f1280e, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",False,1,Answer for blank # 1,Homr,0,1
90393bb50c336beddfaee557a6f28a563e88b22ddaadac19e8e809667e666f0f1280e, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",False,1,Answer for blank # 2,homr,0,1
90393bb50c336beddfaee557a6f28a563e88b22ddaadac19e8e809667e666f0f1280e, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,8,MC,,Is your answer to this question 'no'?,False,1,yes,Checked,1,1
90393bb50c336beddfaee557a6f28a563e88b22ddaadac19e8e809667e666f0f1280e, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,8,MC,,Is your answer to this question 'no'?,False,1,no,UnChecked,1,1
90393bb50c336beddfaee557a6f28a563e88b22ddaadac19e8e809667e666f0f1280e, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,s,UnChecked,0,1
90393bb50c336beddfaee557a6f28a563e88b22ddaadac19e8e809667e666f0f1280e, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,c,Checked,0,1
90393bb50c336beddfaee557a6f28a563e88b22ddaadac19e8e809667e666f0f1280e, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,a,UnChecked,0,1
90393bb50c336beddfaee557a6f28a563e88b22ddaadac19e8e809667e666f0f1280e, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,p,UnChecked,0,1
90393bb50c336beddfaee557a6f28a563e88b22ddaadac19e8e809667e666f0f1280e, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,ice cream,Checked,1,1
90393bb50c336beddfaee557a6f28a563e88b22ddaadac19e8e809667e666f0f1280e, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,a popsicle,UnChecked,1,1
90393bb50c336beddfaee557a6f28a563e88b22ddaadac19e8e809667e666f0f1280e, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,frozen yogurt,UnChecked,1,1
90393bb50c336beddfaee557a6f28a563e88b22ddaadac19e8e809667e666f0f1280e, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,coca cola,UnChecked,1,1
31377f9ea1ad449f781c8d376177dfb5fe280a933fe37a0b9c42d7f35b021116f1ce9, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,38,UnChecked,0,1
31377f9ea1ad449f781c8d376177dfb5fe280a933fe37a0b9c42d7f35b021116f1ce9, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,39,UnChecked,0,1
31377f9ea1ad449f781c8d376177dfb5fe280a933fe37a0b9c42d7f35b021116f1ce9, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,40,UnChecked,0,1
31377f9ea1ad449f781c8d376177dfb5fe280a933fe37a0b9c42d7f35b021116f1ce9, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,41,Checked,0,1
31377f9ea1ad449f781c8d376177dfb5fe280a933fe37a0b9c42d7f35b021116f1ce9, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,Checked,0,1
31377f9ea1ad449f781c8d376177dfb5fe280a933fe37a0b9c42d7f35b021116f1ce9, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,50%,UnChecked,0,1
31377f9ea1ad449f781c8d376177dfb5fe280a933fe37a0b9c42d7f35b021116f1ce9, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,60%,UnChecked,0,1
31377f9ea1ad449f781c8d376177dfb5fe280a933fe37a0b9c42d7f35b021116f1ce9, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,UnChecked,0,1
31377f9ea1ad449f781c8d376177dfb5fe280a933fe37a0b9c42d7f35b021116f1ce9, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,True,UnChecked,0,1
31377f9ea1ad449f781c8d376177dfb5fe280a933fe37a0b9c42d7f35b021116f1ce9, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,False,Checked,0,1
31377f9ea1ad449f781c8d376177dfb5fe280a933fe37a0b9c42d7f35b021116f1ce9, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,4,MC,,How many letters are in the alphabet?,False,1,11,UnChecked,0,1
31377f9ea1ad449f781c8d376177dfb5fe280a933fe37a0b9c42d7f35b021116f1ce9, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,4,MC,,How many letters are in the alphabet?,False,1,7,UnChecked,0,1
31377f9ea1ad449f781c8d376177dfb5fe280a933fe37a0b9c42d7f35b021116f1ce9, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,4,MC,,How many letters are in the alphabet?,False,1,26,UnChecked,0,1
31377f9ea1ad449f781c8d376177dfb5fe280a933fe37a0b9c42d7f35b021116f1ce9, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,4,MC,,How many letters are in the alphabet?,False,1,11010,Checked,0,1
31377f9ea1ad449f781c8d376177dfb5fe280a933fe37a0b9c42d7f35b021116f1ce9, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Disney sues you,UnChecked,0,1
31377f9ea1ad449f781c8d376177dfb5fe280a933fe37a0b9c42d7f35b021116f1ce9, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Paul Bettany joins you,Checked,0,1
31377f9ea1ad449f781c8d376177dfb5fe280a933fe37a0b9c42d7f35b021116f1ce9, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,You have two ships,UnChecked,0,1
31377f9ea1ad449f781c8d376177dfb5fe280a933fe37a0b9c42d7f35b021116f1ce9, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,6,T/F,,Something can be both New and Improved,False,1,True,Checked,0,1
31377f9ea1ad449f781c8d376177dfb5fe280a933fe37a0b9c42d7f35b021116f1ce9, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,6,T/F,,Something can be both New and Improved,False,1,False,UnChecked,0,1
31377f9ea1ad449f781c8d376177dfb5fe280a933fe37a0b9c42d7f35b021116f1ce9, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",False,1,Answer for blank # 1,lobogna,0,1
31377f9ea1ad449f781c8d376177dfb5fe280a933fe37a0b9c42d7f35b021116f1ce9, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",False,1,Answer for blank # 2,magnolia,0,1
31377f9ea1ad449f781c8d376177dfb5fe280a933fe37a0b9c42d7f35b021116f1ce9, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,8,MC,,Is your answer to this question 'no'?,False,1,yes,UnChecked,0,1
31377f9ea1ad449f781c8d376177dfb5fe280a933fe37a0b9c42d7f35b021116f1ce9, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,8,MC,,Is your answer to this question 'no'?,False,1,no,Checked,0,1
31377f9ea1ad449f781c8d376177dfb5fe280a933fe37a0b9c42d7f35b021116f1ce9, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,s,UnChecked,1,1
31377f9ea1ad449f781c8d376177dfb5fe280a933fe37a0b9c42d7f35b021116f1ce9, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,c,UnChecked,1,1
31377f9ea1ad449f781c8d376177dfb5fe280a933fe37a0b9c42d7f35b021116f1ce9, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,a,Checked,1,1
31377f9ea1ad449f781c8d376177dfb5fe280a933fe37a0b9c42d7f35b021116f1ce9, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,p,UnChecked,1,1
31377f9ea1ad449f781c8d376177dfb5fe280a933fe37a0b9c42d7f35b021116f1ce9, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,frozen yogurt,UnChecked,0,1
31377f9ea1ad449f781c8d376177dfb5fe280a933fe37a0b9c42d7f35b021116f1ce9, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,a popsicle,UnChecked,0,1
31377f9ea1ad449f781c8d376177dfb5fe280a933fe37a0b9c42d7f35b021116f1ce9, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,coca cola,Checked,0,1
31377f9ea1ad449f781c8d376177dfb5fe280a933fe37a0b9c42d7f35b021116f1ce9, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,ice cream,UnChecked,0,1
258717542db40f57f34c1baef750e788a8450f0c47f9be530147812be8480bdd38089, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,38,UnChecked,0,1
258717542db40f57f34c1baef750e788a8450f0c47f9be530147812be8480bdd38089, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,39,UnChecked,0,1
258717542db40f57f34c1baef750e788a8450f0c47f9be530147812be8480bdd38089, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,40,UnChecked,0,1
258717542db40f57f34c1baef750e788a8450f0c47f9be530147812be8480bdd38089, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,41,Checked,0,1
258717542db40f57f34c1baef750e788a8450f0c47f9be530147812be8480bdd38089, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,Checked,0,1
258717542db40f57f34c1baef750e788a8450f0c47f9be530147812be8480bdd38089, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,50%,UnChecked,0,1
258717542db40f57f34c1baef750e788a8450f0c47f9be530147812be8480bdd38089, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,60%,UnChecked,0,1
258717542db40f57f34c1baef750e788a8450f0c47f9be530147812be8480bdd38089, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,UnChecked,0,1
258717542db40f57f34c1baef750e788a8450f0c47f9be530147812be8480bdd38089, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,True,Checked,1,1
258717542db40f57f34c1baef750e788a8450f0c47f9be530147812be8480bdd38089, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,False,UnChecked,1,1
258717542db40f57f34c1baef750e788a8450f0c47f9be530147812be8480bdd38089, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,4,MC,,How many letters are in the alphabet?,False,1,11,UnChecked,0,1
258717542db40f57f34c1baef750e788a8450f0c47f9be530147812be8480bdd38089, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,4,MC,,How many letters are in the alphabet?,False,1,7,UnChecked,0,1
258717542db40f57f34c1baef750e788a8450f0c47f9be530147812be8480bdd38089, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,4,MC,,How many letters are in the alphabet?,False,1,26,Checked,0,1
258717542db40f57f34c1baef750e788a8450f0c47f9be530147812be8480bdd38089, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,4,MC,,How many letters are in the alphabet?,False,1,11010,UnChecked,0,1
258717542db40f57f34c1baef750e788a8450f0c47f9be530147812be8480bdd38089, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Disney sues you,UnChecked,1,1
258717542db40f57f34c1baef750e788a8450f0c47f9be530147812be8480bdd38089, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Paul Bettany joins you,UnChecked,1,1
258717542db40f57f34c1baef750e788a8450f0c47f9be530147812be8480bdd38089, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,You have two ships,Checked,1,1
258717542db40f57f34c1baef750e788a8450f0c47f9be530147812be8480bdd38089, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,6,T/F,,Something can be both New and Improved,False,1,True,Checked,0,1
258717542db40f57f34c1baef750e788a8450f0c47f9be530147812be8480bdd38089, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,6,T/F,,Something can be both New and Improved,False,1,False,UnChecked,0,1
258717542db40f57f34c1baef750e788a8450f0c47f9be530147812be8480bdd38089, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",False,1,Answer for blank # 1,,0,1
258717542db40f57f34c1baef750e788a8450f0c47f9be530147812be8480bdd38089, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",False,1,Answer for blank # 2,,0,1
258717542db40f57f34c1baef750e788a8450f0c47f9be530147812be8480bdd38089, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,8,MC,,Is your answer to this question 'no'?,False,1,yes,UnChecked,0,1
258717542db40f57f34c1baef750e788a8450f0c47f9be530147812be8480bdd38089, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,8,MC,,Is your answer to this question 'no'?,False,1,no,Checked,0,1
258717542db40f57f34c1baef750e788a8450f0c47f9be530147812be8480bdd38089, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,s,UnChecked,0,1
258717542db40f57f34c1baef750e788a8450f0c47f9be530147812be8480bdd38089, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,c,Checked,0,1
258717542db40f57f34c1baef750e788a8450f0c47f9be530147812be8480bdd38089, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,a,UnChecked,0,1
258717542db40f57f34c1baef750e788a8450f0c47f9be530147812be8480bdd38089, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,p,UnChecked,0,1
258717542db40f57f34c1baef750e788a8450f0c47f9be530147812be8480bdd38089, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,frozen yogurt,UnChecked,1,1
258717542db40f57f34c1baef750e788a8450f0c47f9be530147812be8480bdd38089, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,a popsicle,UnChecked,1,1
258717542db40f57f34c1baef750e788a8450f0c47f9be530147812be8480bdd38089, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,ice cream,Checked,1,1
258717542db40f57f34c1baef750e788a8450f0c47f9be530147812be8480bdd38089, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,coca cola,UnChecked,1,1
78399abcd154f443ec990050809b86400fc030022659176cd715c96b29e3c1095577a, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,38,UnChecked,0,1
78399abcd154f443ec990050809b86400fc030022659176cd715c96b29e3c1095577a, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,39,UnChecked,0,1
78399abcd154f443ec990050809b86400fc030022659176cd715c96b29e3c1095577a, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,40,UnChecked,0,1
78399abcd154f443ec990050809b86400fc030022659176cd715c96b29e3c1095577a, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,41,Checked,0,1
78399abcd154f443ec990050809b86400fc030022659176cd715c96b29e3c1095577a, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,UnChecked,0,1
78399abcd154f443ec990050809b86400fc030022659176cd715c96b29e3c1095577a, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,50%,Checked,0,1
78399abcd154f443ec990050809b86400fc030022659176cd715c96b29e3c1095577a, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,60%,UnChecked,0,1
78399abcd154f443ec990050809b86400fc030022659176cd715c96b29e3c1095577a, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,UnChecked,0,1
78399abcd154f443ec990050809b86400fc030022659176cd715c96b29e3c1095577a, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,True,Checked,1,1
78399abcd154f443ec990050809b86400fc030022659176cd715c96b29e3c1095577a, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,False,UnChecked,1,1
78399abcd154f443ec990050809b86400fc030022659176cd715c96b29e3c1095577a, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,4,MC,,How many letters are in the alphabet?,False,1,11,UnChecked,0,1
78399abcd154f443ec990050809b86400fc030022659176cd715c96b29e3c1095577a, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,4,MC,,How many letters are in the alphabet?,False,1,7,UnChecked,0,1
78399abcd154f443ec990050809b86400fc030022659176cd715c96b29e3c1095577a, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,4,MC,,How many letters are in the alphabet?,False,1,26,Checked,0,1
